Time (CAT);Open;High;Low;Close;Volume 
2017-11-21 00:00:00;112,616;112,703;112,176;112,441;145348,49
2017-11-22 00:00:00;112,444;112,495;111,141;111,215;153396,07
2017-11-23 00:00:00;111,213;111,378;111,069;111,21;106113,63
2017-11-24 00:00:00;111,202;111,623;111,193;111,502;125643,55
2017-11-27 00:00:00;111,502;111,692;110,841;111,092;156298,64
2017-11-28 00:00:00;111,086;111,638;110,93;111,477;186037,12
2017-11-29 00:00:00;111,477;112,148;111,368;111,927;186562,27
2017-11-30 00:00:00;111,921;112,639;111,735;112,532;176720,95
2017-12-01 00:00:00;112,527;112,873;111,408;112,176;232033,67
2017-12-04 00:00:00;112,76;113,089;112,364;112,413;212740,02
2017-12-05 00:00:00;112,407;112,865;112,378;112,573;172289,16
2017-12-06 00:00:00;112,576;112,63;111,993;112,288;194444,35
2017-12-07 00:00:00;112,289;113,158;112,218;113,082;167940,74
2017-12-08 00:00:00;113,08;113,589;113,076;113,461;138766,75
2017-12-11 00:00:00;113,52;113,688;113,242;113,553;132558,83
2017-12-12 00:00:00;113,559;113,75;113,37;113,543;114995,21
2017-12-13 00:00:00;113,541;113,574;112,459;112,537;154730,45
2017-12-14 00:00:00;112,532;112,88;112,066;112,381;152118,79
2017-12-15 00:00:00;112,38;112,742;112,03;112,585;151419,86
2017-12-18 00:00:00;112,725;112,829;112,309;112,538;146702,93
2017-12-19 00:00:00;112,535;113,078;112,511;112,883;127660,48
2017-12-20 00:00:00;112,883;113,465;112,838;113,39;129631,98
2017-12-21 00:00:00;113,388;113,635;113,199;113,326;118985,1
2017-12-22 00:00:00;113,326;113,448;113,252;113,26;111599,96
2017-12-25 00:00:00;113,251;113,35;113,219;113,225;4476,56
2017-12-26 00:00:00;113,271;113,352;113,119;113,227;76600,52
2017-12-27 00:00:00;113,226;113,379;113,147;113,347;120244,64
2017-12-28 00:00:00;113,346;113,348;112,664;112,866;110025,73
2017-12-29 00:00:00;112,866;112,969;112,472;112,658;114865,77
2018-01-01 00:00:00;112,658;112,658;112,658;112,658;0
2018-01-02 00:00:00;112,594;112,79;112,055;112,278;113049,08
